Index;Region, development group, country or area of destination;Coverage;Data type;Location code of destination;Region, development group, country or area of origin;Location code of origin;1990;1995;2000;2005;2010;2015;2020;2024
285;World;;;900;Wallis and Futuna Islands*;876; 2880; 3275; 3693; 3810; 3935; 5982; 6374; 6687
286;World;;;900;Others;2003;6712858;6816136;8186888;9205307;9982013;11019902;11857526;10954493
287;Sub-Saharan Africa;;;1834;World;900;6419377;6834078;6314745;6754549;7225753;9296532;10278908;11540410
288;Sub-Saharan Africa;;;1834;Sub-Saharan Africa;1834;5134187;5617048;5056478;5250535;5820473;7340307;8451104;9223187
289;Sub-Saharan Africa;;;1834;Northern Africa and Western Asia;1833; 99610; 175418; 206726; 344734; 269946; 591530; 658121;1111433
290;Sub-Saharan Africa;;;1834;Central and Southern Asia;1831; 16568; 17654; 20803; 33184; 37870; 44861; 50608; 46757
291;Sub-Saharan Africa;;;1834;Eastern and South-Eastern Asia;1832; 10479; 12459; 18671; 19673; 35448; 45417; 36393; 31935
292;Sub-Saharan Africa;;;1834;Latin America and the Caribbean;1830; 3808; 3990; 3910; 3825; 6876; 10839; 11490; 12228
293;Sub-Saharan Africa;;;1834;Oceania (excluding Australia and New Zealand);1835;  77;  64;  70;  95;  473; 1092; 1356; 1576
294;Sub-Saharan Africa;;;1834;Australia/New Zealand;1836; 3745; 3321; 2949; 2805; 2833; 2726; 2692; 2764
295;Sub-Saharan Africa;;;1834;Europe and Northern America;1829; 241785; 213691; 211126; 201050; 195128; 192547; 193003; 197204
296;Sub-Saharan Africa;;;1834;More developed regions;901; 246039; 217464; 214556; 204353; 198771; 196074; 196486; 200836
297;Sub-Saharan Africa;;;1834;Less developed regions;902;5264220;5826181;5306177;5651548;6170276;8033245;9208281;10426248
298;Sub-Saharan Africa;;;1834;Least developed countries;941;4521933;5013921;4403226;4473203;4668631;6184974;7153164;8211658
299;Sub-Saharan Africa;;;1834;Less developed regions, excluding least developed countries;934; 742287; 812260; 902951;1178345;1501645;1848271;2055117;2214590
300;Sub-Saharan Africa;;;1834;Less developed regions, excluding China;948;5258029;5818028;5292114;5636370;6141020;7994517;9178587;10401460
301;Sub-Saharan Africa;;;1834;Land-locked Developing Countries (LLDC);1636;1998974;2758569;2169113;2262233;2553065;3493445;4267875;4654889
302;Sub-Saharan Africa;;;1834;Small Island Developing States (SIDS);1637; 46296; 56351; 67149; 81606; 95150; 106264; 122525; 139476
303;Sub-Saharan Africa;;;1834;High-and-upper-middle-income countries;5503; 350528; 327013; 348273; 355928; 372468; 396735; 395072; 402341
304;Sub-Saharan Africa;;;1834;Low-and-Lower-middle-income countries;5504;5159580;5716514;5172325;5499789;5983561;7818457;8994193;10208016
305;Sub-Saharan Africa;;;1834;High-income countries;1503; 254878; 228372; 226077; 218354; 216865; 216768; 218602; 224621
306;Sub-Saharan Africa;;;1834;Low-and-middle-income countries;1859;5255230;5815155;5294521;5637363;6139164;7998424;9170663;10385736
307;Sub-Saharan Africa;;;1834;Middle-income countries;1517;1598338;1650380;1868681;2132825;2463669;2842156;3120653;3358047
308;Sub-Saharan Africa;;;1834;Upper-middle-income countries;1502; 95650; 98641; 122196; 137574; 155603; 179967; 176470; 177720
309;Sub-Saharan Africa;;;1834;Lower-middle-income countries;1501;1502688;1551739;1746485;1995251;2308066;2662189;2944183;3180327
310;Sub-Saharan Africa;;;1834;Low-income countries;1500;3656892;4164775;3425840;3504538;3675495;5156268;6050010;7027689
311;Sub-Saharan Africa;;;1834;No income group available;1518;  151;  118;  135;  184; 12600; 13613; 14901; 16053
312;Sub-Saharan Africa;;;1834;AFRICA;903;5225611;5784607;5255160;5589410;6082290;7916628;9089873;10312098
313;Sub-Saharan Africa;;;1834;Eastern Africa;910;2520564;2568161;1773522;1641003;1930347;2701037;3279346;3639362
314;Sub-Saharan Africa;;;1834;Burundi;108; 166977; 268000; 387837; 241587; 133638; 211232; 259116; 268731
315;Sub-Saharan Africa;;;1834;Comoros;174; 8144; 12838; 22256; 30326; 35436; 40502; 53603; 67447
316;Sub-Saharan Africa;;;1834;Djibouti;262;  452; 9520; 1135;  372;  368;  361;  342;  637
317;Sub-Saharan Africa;;;1834;Eritrea;232; 29810; 22882; 13682; 10189; 26114; 79222; 97770; 115313
318;Sub-Saharan Africa;;;1834;Ethiopia;231; 244880; 27954; 16396; 18767; 45713; 52101; 62389; 64003
319;Sub-Saharan Africa;;;1834;Kenya;404; 39796; 45201; 44568; 50023; 55222; 55353; 53905; 54916
320;Sub-Saharan Africa;;;1834;Madagascar;450; 8284; 11005; 14448; 16477; 17863; 18657; 20136; 21640
321;Sub-Saharan Africa;;;1834;Malawi;454; 52637; 54677; 67944; 86141; 100588; 115116; 140717; 167008
322;Sub-Saharan Africa;;;1834;Mauritius;480; 3202; 3937; 4280; 4537; 4337; 4198; 4061; 4161
323;Sub-Saharan Africa;;;1834;Mayotte;175;  833; 1969; 3214; 3303; 3209; 3334; 3453; 3552
324;Sub-Saharan Africa;;;1834;Mozambique;508; 897517; 260090; 213233; 205481; 215299; 220627; 226053; 231479
325;Sub-Saharan Africa;;;1834;Réunion;638; 1219; 1132;  874;  650;  519;  457;  425;  424
326;Sub-Saharan Africa;;;1834;Rwanda;646; 289082;1061686; 170600; 141585; 162116; 240143; 234456; 260866
327;Sub-Saharan Africa;;;1834;Seychelles;690; 3372; 4556; 5407; 7931; 8972; 9272; 9606; 9993
328;Sub-Saharan Africa;;;1834;Somalia;706; 251367; 285742; 211849; 163071; 294897; 453233; 394007; 479317
329;Sub-Saharan Africa;;;1834;South Sudan;728; 238243; 126933; 136710; 99002; 45276; 287285; 747827; 849135
330;Sub-Saharan Africa;;;1834;Uganda;800; 78737; 115061; 196015; 215687; 285320; 300347; 280028; 274650
331;Sub-Saharan Africa;;;1834;United Republic of Tanzania;834; 80139; 88176; 81323; 83982; 86740; 87139; 84918; 85533
332;Sub-Saharan Africa;;;1834;Zambia;894; 34648; 57869; 61681; 64845; 64656; 60050; 55161; 54329
333;Sub-Saharan Africa;;;1834;Zimbabwe;716; 91225; 108933; 120070; 197047; 344064; 462408; 551373; 626228
334;Sub-Saharan Africa;;;1834;Middle Africa;911; 620306; 604688; 861680; 903411;1016665;1327354;1582186;1759698
335;Sub-Saharan Africa;;;1834;Angola;24; 329599; 242643; 339437; 238102; 210681; 165240; 166552; 185704
336;Sub-Saharan Africa;;;1834;Cameroon;120; 29412; 33848; 38936; 41477; 48814; 57380; 74256; 80281
337;Sub-Saharan Africa;;;1834;Central African Republic;140; 8911; 10408; 13545; 51477; 108529; 320653; 382289; 428227
338;Sub-Saharan Africa;;;1834;Chad;148; 60343; 58830; 57399; 51120; 45779; 42052; 41845; 45097
339;Sub-Saharan Africa;;;1834;Congo;178; 16883; 22866; 29421; 43104; 41380; 51500; 53947; 56925
340;Sub-Saharan Africa;;;1834;Democratic Republic of the Congo;180; 153953; 208879; 349968; 434715; 516594; 632378; 800085; 895819
341;Sub-Saharan Africa;;;1834;Equatorial Guinea;226; 14093; 18757; 23296; 26621; 30194; 41129; 44723; 47804
342;Sub-Saharan Africa;;;1834;Gabon;266; 3004; 3314; 3524; 10155; 7492; 9304; 10280; 11189
343;Sub-Saharan Africa;;;1834;Sao Tome and Principe;678; 4108; 5143; 6154; 6640; 7202; 7718; 8209; 8652
344;Sub-Saharan Africa;;;1834;Northern Africa;912; 91424; 167559; 198682; 338875; 261817; 576321; 638769;1088911
345;Sub-Saharan Africa;;;1834;Algeria;12; 3776; 3847; 3705; 4669; 3629; 6840; 6977; 7100
346;Sub-Saharan Africa;;;1834;Egypt;818; 1591; 1274; 1131; 1333; 3664; 3639; 3579; 3707
347;Sub-Saharan Africa;;;1834;Libya;434;  687;  730;  788;  691; 1198; 1425; 1641; 1848
348;Sub-Saharan Africa;;;1834;Morocco;504; 2082; 2237; 2180; 2302; 2833; 3273; 3435; 3597
349;Sub-Saharan Africa;;;1834;Sudan;729; 83125; 159303; 190708; 329709; 238015; 547410; 608140;1056518
350;Sub-Saharan Africa;;;1834;Tunisia;788;  160;  165;  166;  167;  136;  420;  422;  430
351;Sub-Saharan Africa;;;1834;Western Sahara;732;  3;  3;  4;  4; 12342; 13314; 14575; 15711
352;Sub-Saharan Africa;;;1834;Southern Africa;913; 96626; 95823; 129674; 153904; 172283; 188511; 208456; 223054
353;Sub-Saharan Africa;;;1834;Botswana;72; 6311; 4855; 8058; 9352; 8814; 7997; 7500; 7103
354;Sub-Saharan Africa;;;1834;Eswatini;748; 9456; 7926; 8967; 12384; 16580; 13617; 9483; 5660
355;Sub-Saharan Africa;;;1834;Lesotho;426; 23870; 29426; 51076; 67743; 82708; 102357; 125666; 142687
356;Sub-Saharan Africa;;;1834;Namibia;516; 22183; 18573; 22743; 23628; 21545; 20547; 20195; 19578
357;Sub-Saharan Africa;;;1834;South Africa;710; 34806; 35043; 38830; 40797; 42636; 43993; 45612; 48026
358;Sub-Saharan Africa;;;1834;Western Africa;914;1896691;2348376;2291602;2552217;2701178;3123405;3381116;3601073
359;Sub-Saharan Africa;;;1834;Benin;204; 97565; 115604; 141897; 209667; 227705; 276780; 298112; 319492
360;Sub-Saharan Africa;;;1834;Burkina Faso;854; 408355; 460365; 519532; 576205; 640304; 703294; 766799; 819521
361;Sub-Saharan Africa;;;1834;Cabo Verde;132; 5016; 5524; 5799; 7215; 8125; 8797; 8835; 9021
362;Sub-Saharan Africa;;;1834;Côte d'Ivoire;384; 155251; 189507; 230309; 305729; 396111; 439287; 465167; 487762
363;Sub-Saharan Africa;;;1834;Gambia;270; 6470; 6777; 6690; 5824; 5885; 6350; 6325; 6450
364;Sub-Saharan Africa;;;1834;Ghana;288; 147167; 146805; 145290; 186083; 198659; 229877; 240149; 249229
365;Sub-Saharan Africa;;;1834;Guinea;324; 135254; 138299; 139434; 133590; 142491; 149247; 152156; 153834
366;Sub-Saharan Africa;;;1834;Guinea-Bissau;624; 20926; 22801; 21549; 23338; 26693; 28277; 29826; 31003
367;Sub-Saharan Africa;;;1834;Liberia;430; 255661; 271166; 122247; 161514; 73592; 52734; 49510; 47944
368;Sub-Saharan Africa;;;1834;Mali;466; 232758; 303135; 278218; 313577; 339187; 426088; 444461; 473877
369;Sub-Saharan Africa;;;1834;Mauritania;478; 52197; 58922; 33772; 29220; 30074; 29157; 34441; 36329
370;Sub-Saharan Africa;;;1834;Niger;562; 52478; 62449; 74965; 115586; 128906; 147492; 157101; 165708
371;Sub-Saharan Africa;;;1834;Nigeria;566; 112527; 110111; 111025; 141490; 159046; 259308; 326701; 369686
372;Sub-Saharan Africa;;;1834;Senegal;686; 100490; 91788; 99850; 100723; 100938; 103832; 113263; 121639
373;Sub-Saharan Africa;;;1834;Sierra Leone;694; 20777; 211843; 231733; 44274; 25461; 24012; 25606; 24886
374;Sub-Saharan Africa;;;1834;Togo;768; 93799; 153280; 129292; 198182; 198001; 238873; 262664; 284692
375;Sub-Saharan Africa;;;1834;ASIA;935; 35233; 37972; 47518; 58716; 81447; 105487; 106353; 101214
376;Sub-Saharan Africa;;;1834;Central Asia;5500;..;..;..;..;  632;  778;  911; 1023
377;Sub-Saharan Africa;;;1834;Kazakhstan;398;..;..;..;..;  632;  778;  911; 1023
378;Sub-Saharan Africa;;;1834;Tajikistan;762;..;..;..;..;..;..;..;..
379;Sub-Saharan Africa;;;1834;Uzbekistan;860;..;..;..;..;..;..;..;..
380;Sub-Saharan Africa;;;1834;Eastern Asia;906; 9048; 10696; 16387; 17317; 32293; 42030; 32899; 28207
381;Sub-Saharan Africa;;;1834;China;156; 3338; 5606; 11853; 13232; 27512; 37245; 28397; 23455
382;Sub-Saharan Africa;;;1834;China, Hong Kong SAR;344;  857;  676;  481;  349;  268;  263;  306;  331
383;Sub-Saharan Africa;;;1834;China, Taiwan Province of China;158; 1996; 1871; 1729; 1597; 1476; 1220;  991; 1002
384;Sub-Saharan Africa;;;1834;Dem. People's Republic of Korea;408; 1498; 1223;  976;  743; 1316; 1748; 1761; 1880
385;Sub-Saharan Africa;;;1834;Japan;392;  509;  452;  481;  498;  810;  801;  791;  868
386;Sub-Saharan Africa;;;1834;Republic of Korea;410;  850;  868;  867;  898;  911;  753;  653;  671
387;Sub-Saharan Africa;;;1834;Southern Asia;5501; 16568; 17654; 20803; 33184; 37238; 44083; 49697; 45734
388;Sub-Saharan Africa;;;1834;Afghanistan;4;  40;  38;  41;  57;  175;  295;  594;  873
389;Sub-Saharan Africa;;;1834;Bangladesh;50;  79;  154;  337; 4166; 5368; 7985; 12628; 9810
390;Sub-Saharan Africa;;;1834;Bhutan;64;..;..;..;..;..;  1;..;..
391;Sub-Saharan Africa;;;1834;India;356; 14533; 15229; 17649; 22555; 26048; 28043; 28283; 28486
392;Sub-Saharan Africa;;;1834;Iran (Islamic Republic of);364;  649;  555;  469;  397;  314;  249;  192;  179
393;Sub-Saharan Africa;;;1834;Maldives;462;  2;  1;  1;  7;  13;  13;  12;  12
394;Sub-Saharan Africa;;;1834;Nepal;524;  22;  24;  57;  70;  80;  135;  158;  162
395;Sub-Saharan Africa;;;1834;Pakistan;586;  785; 1108; 1567; 4652; 3676; 5710; 6188; 4542
396;Sub-Saharan Africa;;;1834;Sri Lanka;144;  458;  545;  682; 1280; 1564; 1652; 1642; 1670
397;Sub-Saharan Africa;;;1834;South-Eastern Asia;920; 1431; 1763; 2284; 2356; 3155; 3387; 3494; 3728
398;Sub-Saharan Africa;;;1834;Cambodia;116;..;..;..;..;..;  4;  2;  2
399;Sub-Saharan Africa;;;1834;Indonesia;360;  439;  417;  399;  392;  403;  384;  353;  337
400;Sub-Saharan Africa;;;1834;Malaysia;458;  266;  251;  252;  272;  306;  287;  250;  241
401;Sub-Saharan Africa;;;1834;Myanmar;104;  72;  58;  47;  56;  74;  103;  137;  162
402;Sub-Saharan Africa;;;1834;Philippines;608;  445;  618;  806;  765;  750;  796;  869;  923
403;Sub-Saharan Africa;;;1834;Singapore;702;  124;  144;  173;  191;  502;  579;  646;  697
404;Sub-Saharan Africa;;;1834;Thailand;764;  73;  262;  591;  643; 1059; 1131; 1068; 1147
405;Sub-Saharan Africa;;;1834;Timor-Leste;626;  5;  6;  7;  5;  3;  3;  2;  2
406;Sub-Saharan Africa;;;1834;Viet Nam;704;  7;  7;  9;  32;  58;  100;  167;  217
407;Sub-Saharan Africa;;;1834;Western Asia;922; 8186; 7859; 8044; 5859; 8129; 15209; 19352; 22522
408;Sub-Saharan Africa;;;1834;Armenia;51;  1;..;  2;  1;..;..;..;..
409;Sub-Saharan Africa;;;1834;Azerbaijan;31;..;..;..;..;..;..;..;..
410;Sub-Saharan Africa;;;1834;Bahrain;48;  52;  49;  47;  37;  35;  35;  35;  37
411;Sub-Saharan Africa;;;1834;Cyprus;196; 1270;  925;  899;  823;  705;  494;  320;  301
412;Sub-Saharan Africa;;;1834;Iraq;368;  44;  42;  38;  37;  38;  45;  47;  51
413;Sub-Saharan Africa;;;1834;Israel;376; 1311; 1101;  998;  962; 1455; 1358; 1253; 1338
414;Sub-Saharan Africa;;;1834;Jordan;400;..;..;..;..;..;..;..;..
415;Sub-Saharan Africa;;;1834;Kuwait;414;  20;  19;  17;  17;  10;  14;  14;  15
416;Sub-Saharan Africa;;;1834;Lebanon;422; 3758; 3962; 4344; 2302; 2270; 2645; 2653; 2718
417;Sub-Saharan Africa;;;1834;Saudi Arabia;682; 1125; 1194; 1072;  980; 1629; 1870; 2083; 2254
418;Sub-Saharan Africa;;;1834;State of Palestine;275;  75;  72;  66;  65;  45;  66;  70;  75
419;Sub-Saharan Africa;;;1834;Syrian Arab Republic;760;  105;  101;  101;  99;  72;  175;  447;  583
420;Sub-Saharan Africa;;;1834;Türkiye;792;  223;  205;  245;  313;  406;  376;  340;  342
421;Sub-Saharan Africa;;;1834;United Arab Emirates;784;  43;  42;  53;  92; 1302; 1657; 2032; 2339
422;Sub-Saharan Africa;;;1834;Yemen;887;  159;  147;  162;  131;  162; 6474; 10058; 12469
423;Sub-Saharan Africa;;;1834;EUROPE;908; 232123; 204246; 201356; 191354; 185557; 182109; 181428; 184402
424;Sub-Saharan Africa;;;1834;Eastern Europe;923; 8519; 7592; 7392; 7058; 8034; 7163; 6007; 6125
425;Sub-Saharan Africa;;;1834;Bulgaria;100;  174;  331;  748;  914;  882;  646;  418;  397
426;Sub-Saharan Africa;;;1834;Czechia;203;  736;  627;  535;  448;  385;  346;  321;  333
427;Sub-Saharan Africa;;;1834;Hungary;348;  611;  479;  193;  200;  320;  314;  251;  249
428;Sub-Saharan Africa;;;1834;Poland;616; 2798; 2588; 2208; 2368; 2780; 1942; 1167; 1165
429;Sub-Saharan Africa;;;1834;Republic of Moldova*;498;..;..;..;..;..;  1;..;..
430;Sub-Saharan Africa;;;1834;Romania;642;  268;  302;  344;  382;  424;  345;  261;  272
431;Sub-Saharan Africa;;;1834;Russian Federation;643; 2774; 2171; 2342; 1914; 2564; 3004; 3117; 3227
432;Sub-Saharan Africa;;;1834;Slovakia;703;  102;  104;  104;  101;  97;  92;  88;  92
433;Sub-Saharan Africa;;;1834;Ukraine*;804; 1056;  990;  918;  731;  582;  473;  384;  390
434;Sub-Saharan Africa;;;1834;Northern Europe;924; 107524; 85037; 75113; 61491; 49931; 46283; 45342; 43853
435;Sub-Saharan Africa;;;1834;Denmark*;208;  596;  535;  548;  554;  546;  547;  525;  532
436;Sub-Saharan Africa;;;1834;Estonia;233;  8;  8;  7;  30;  47;  71;  93;  87
437;Sub-Saharan Africa;;;1834;Finland*;246;  340;  335;  282;  246;  245;  245;  241;  238
438;Sub-Saharan Africa;;;1834;Iceland;352;  3;  4;  5;  44;  170;  169;  101;  104
439;Sub-Saharan Africa;;;1834;Ireland;372; 3515; 3096; 2742; 2444; 2162; 1870; 1637; 1615
440;Sub-Saharan Africa;;;1834;Latvia;428;  128;  114;  99;  77;  56;  52;  40;  38
441;Sub-Saharan Africa;;;1834;Lithuania;440;  150;  135;  121;  104;  89;  77;  66;  64
442;Sub-Saharan Africa;;;1834;Norway*;578;  377;  361;  348;  356;  373;  357;  346;  356
443;Sub-Saharan Africa;;;1834;Sweden;752;  879;  789;  744;  471;  680;  769;  695;  681
444;Sub-Saharan Africa;;;1834;United Kingdom*;826; 101528; 79660; 70217; 57165; 45563; 42126; 41598; 40138
445;Sub-Saharan Africa;;;1834;Southern Europe;925; 26365; 20913; 22767; 23765; 24373; 21908; 19222; 18343
446;Sub-Saharan Africa;;;1834;Albania;8;  48;  20;  9;  11;  587;  737;  882; 1002
447;Sub-Saharan Africa;;;1834;Andorra;20;..;..;..;..;  396;  489;  569;  639
448;Sub-Saharan Africa;;;1834;Bosnia and Herzegovina;70;  262;  202;  236;  327;  464;  529;  577;  615
449;Sub-Saharan Africa;;;1834;Croatia;191;  254;  257;  262;  264;  552;  563;  553;  593
450;Sub-Saharan Africa;;;1834;Greece;300; 2565; 1876; 1704; 1631; 1442; 1091;  775;  750
451;Sub-Saharan Africa;;;1834;Italy;380; 5964; 5072; 5234; 5322; 5071; 4344; 3595; 3641
452;Sub-Saharan Africa;;;1834;Malta;470;  137;  113;  93;  88;  88;  86;  84;  81
453;Sub-Saharan Africa;;;1834;Portugal;620; 15514; 11839; 13566; 14437; 13947; 12153; 10280; 9070
454;Sub-Saharan Africa;;;1834;Serbia*;688;  634;  611;  684;  486;  263;  211;  189;  190
455;Sub-Saharan Africa;;;1834;Slovenia;705;  7;  19;  29;  23;  23;  30;  29;  30
456;Sub-Saharan Africa;;;1834;Spain*;724;  980;  904;  950; 1176; 1540; 1675; 1689; 1732
457;Sub-Saharan Africa;;;1834;Western Europe;926; 89715; 90704; 96084; 99040; 103219; 106755; 110857; 116081
458;Sub-Saharan Africa;;;1834;Austria;40; 1708; 1555; 1392; 1289; 1282; 1141; 1010; 1025
459;Sub-Saharan Africa;;;1834;Belgium;56; 2619; 2253; 2216; 2202; 2170; 2090; 1992; 2035
460;Sub-Saharan Africa;;;1834;France*;250; 50462; 57442; 66173; 71347; 75685; 81733; 88021; 93822
461;Sub-Saharan Africa;;;1834;Germany;276; 21919; 18707; 19222; 17743; 16798; 15240; 13999; 12987
462;Sub-Saharan Africa;;;1834;Liechtenstein;438;..;..;..;..;..;  3;  1;  1
463;Sub-Saharan Africa;;;1834;Luxembourg;442;  39;  39;  39;  30;  27;  26;  26;  28
464;Sub-Saharan Africa;;;1834;Netherlands*;528; 10982; 8977; 6060; 5363; 5231; 3850; 2704; 2762
465;Sub-Saharan Africa;;;1834;Switzerland;756; 1986; 1731;  982; 1066; 2026; 2672; 3104; 3421
466;Sub-Saharan Africa;;;1834;LATIN AMERICA AND THE CARIBBEAN;904; 3808; 3990; 3910; 3825; 6876; 10839; 11490; 12228
467;Sub-Saharan Africa;;;1834;Caribbean;915; 1369; 1373; 1497; 1385; 3480; 5896; 6427; 6965
468;Sub-Saharan Africa;;;1834;Antigua and Barbuda;28;  418;  397;  368;  292;  280; 2180; 2114; 2071
469;Sub-Saharan Africa;;;1834;Bahamas;44;  55;  52;  50;  39;  37;  43;  43;  45
470;Sub-Saharan Africa;;;1834;Barbados;52;..;..;..;..;..;  1;..;..
